job_id,job_class,state_id,solvent_id,paired_solvent_id,reaction_ids,purposes,entity_type,species_name,family,formal_charge,multiplicity,split,anchor_type,use_for_training,geometry_source,geometry_key,geometry_hash,smd_parameter_temperature_K,functional,basis,ri_acceleration,scf_grid,smd_mode,smd_vector_source,smd_parameter_status,nprocs,maxcore_mb_per_rank,planning_core_h,workflow_revision,method_id,output_fields,job_status,method_source_id
SP0399,smd_energy_sp,M094_QP1_M2,S013,S013,RXN_MOX_M094;RXN_SIG_M094,fixed_geometry_auxiliary_and_reaction_SP,monomer,"Cyclopenta[2,1-b:3,4-b′]dithiophene (CPDT)",Fused-ring systems,1,2,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M094:S013:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0400,smd_energy_sp,S013_Q0_M1,S013,S013,RXN_SOX_S013,fixed_geometry_auxiliary_and_reaction_SP,solvent_oxidation_target,N-Methyl-2-pyrrolidone (NMP),Lactam,0,1,train,self_medium,1,self-medium Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:S013:S013:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0401,smd_energy_sp,S013_QP1_M2,S013,S013,RXN_SOX_S013,fixed_geometry_auxiliary_and_reaction_SP,solvent_oxidation_target,N-Methyl-2-pyrrolidone (NMP),Lactam,1,2,train,self_medium,1,self-medium Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:S013:S013:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0402,smd_energy_sp,A002_Q0_M2,S014,S014,RXN_AOX_A002,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Tetrafluoroborate (BF4−),Lithium; Tetraalkylammonium,0,2,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A002:S014:q0:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0403,smd_energy_sp,A002_QM1_M1,S014,S014,RXN_AOX_A002,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Tetrafluoroborate (BF4−),Lithium; Tetraalkylammonium,-1,1,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A002:S014:q-1:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0404,smd_energy_sp,A005_Q0_M2,S014,S014,RXN_AOX_A005,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Bis(trifluoromethanesulfonyl)imide (TFSI−),Lithium; Tetraalkylammonium,0,2,train,train_full25,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A005:S014:q0:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0405,smd_energy_sp,A005_QM1_M1,S014,S014,RXN_AOX_A005,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Bis(trifluoromethanesulfonyl)imide (TFSI−),Lithium; Tetraalkylammonium,-1,1,train,train_full25,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A005:S014:q-1:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0406,smd_energy_sp,D022_QP2_M1,S014,S014,RXN_SIG_M022,fixed_geometry_auxiliary_and_reaction_SP,sigma_complex_dication,"3,4-Ethylenedioxythiophene (EDOT) sigma-complex dication",Thiophenes,2,1,train,train_full25,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D022:S014:q2:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,4.22,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0407,smd_energy_sp,D027_QP2_M1,S014,S014,RXN_SIG_M027,fixed_geometry_auxiliary_and_reaction_SP,sigma_complex_dication,N-Methylpyrrole sigma-complex dication,Pyrroles,2,1,test,test_full25,0,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D027:S014:q2:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,4.22,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0408,smd_energy_sp,D070_QP2_M1,S014,S014,RXN_SIG_M070,fixed_geometry_auxiliary_and_reaction_SP,sigma_complex_dication,Carbazole sigma-complex dication,Carbazoles,2,1,train,,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D070:S014:q2:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,4.22,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0409,smd_energy_sp,D086_QP2_M1,S014,S014,RXN_SIG_M086,fixed_geometry_auxiliary_and_reaction_SP,sigma_complex_dication,"Thieno[3,4-b]pyrazine sigma-complex dication",Donor–Acceptor units,2,1,train,,1,deterministic sigma construction then solvent-specific GFN2/ddCOSMO preoptimization with connectivity QC,surrogate:sigma_preopt:D086:S014:q2:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,4.22,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0410,smd_energy_sp,M014_Q0_M1,S014,S014,RXN_MOX_M014,fixed_geometry_auxiliary_and_reaction_SP,monomer,Methyl thiophene-3-carboxylate,Thiophenes,0,1,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M014:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0411,smd_energy_sp,M014_QP1_M2,S014,S014,RXN_MOX_M014,fixed_geometry_auxiliary_and_reaction_SP,monomer,Methyl thiophene-3-carboxylate,Thiophenes,1,2,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M014:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0412,smd_energy_sp,M022_Q0_M1,S014,S014,RXN_MOX_M022,fixed_geometry_auxiliary_and_reaction_SP,monomer,"3,4-Ethylenedioxythiophene (EDOT)",Thiophenes,0,1,train,train_full25,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M022:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0413,smd_energy_sp,M022_QP1_M2,S014,S014,RXN_MOX_M022;RXN_SIG_M022,fixed_geometry_auxiliary_and_reaction_SP,monomer,"3,4-Ethylenedioxythiophene (EDOT)",Thiophenes,1,2,train,train_full25,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M022:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0414,smd_energy_sp,M027_QP1_M2,S014,S014,RXN_SIG_M027,fixed_geometry_auxiliary_and_reaction_SP,monomer,N-Methylpyrrole,Pyrroles,1,2,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M027:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0415,smd_energy_sp,M031_Q0_M1,S014,S014,RXN_MOX_M031,fixed_geometry_auxiliary_and_reaction_SP,monomer,N-Octylpyrrole,Pyrroles,0,1,val,,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M031:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0416,smd_energy_sp,M031_QP1_M2,S014,S014,RXN_MOX_M031,fixed_geometry_auxiliary_and_reaction_SP,monomer,N-Octylpyrrole,Pyrroles,1,2,val,,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M031:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0417,smd_energy_sp,M070_Q0_M1,S014,S014,RXN_MOX_M070,fixed_geometry_auxiliary_and_reaction_SP,monomer,Carbazole,Carbazoles,0,1,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M070:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0418,smd_energy_sp,M070_QP1_M2,S014,S014,RXN_MOX_M070;RXN_SIG_M070,fixed_geometry_auxiliary_and_reaction_SP,monomer,Carbazole,Carbazoles,1,2,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M070:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0419,smd_energy_sp,M084_Q0_M1,S014,S014,RXN_MOX_M084,fixed_geometry_auxiliary_and_reaction_SP,monomer,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",Donor–Acceptor units,0,1,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M084:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0420,smd_energy_sp,M084_QP1_M2,S014,S014,RXN_MOX_M084,fixed_geometry_auxiliary_and_reaction_SP,monomer,"4,7-Bis(thiophen-2-yl)-2,1,3-benzothiadiazole (TBT)",Donor–Acceptor units,1,2,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M084:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0421,smd_energy_sp,M086_Q0_M1,S014,S014,RXN_MOX_M086,fixed_geometry_auxiliary_and_reaction_SP,monomer,"Thieno[3,4-b]pyrazine",Donor–Acceptor units,0,1,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M086:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0422,smd_energy_sp,M086_QP1_M2,S014,S014,RXN_MOX_M086;RXN_SIG_M086,fixed_geometry_auxiliary_and_reaction_SP,monomer,"Thieno[3,4-b]pyrazine",Donor–Acceptor units,1,2,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:M086:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0423,smd_energy_sp,S014_Q0_M1,S014,S014,RXN_SOX_S014,fixed_geometry_auxiliary_and_reaction_SP,solvent_oxidation_target,Boron trifluoride diethyl etherate (BFEE),Lewis-acid etherate,0,1,train,self_medium,1,self-medium Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:S014:S014:q0:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0424,smd_energy_sp,S014_QP1_M2,S014,S014,RXN_SOX_S014,fixed_geometry_auxiliary_and_reaction_SP,solvent_oxidation_target,Boron trifluoride diethyl etherate (BFEE),Lewis-acid etherate,1,2,train,self_medium,1,self-medium Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:S014:S014:q1:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0425,smd_energy_sp,A001_Q0_M2,S015,S015,RXN_AOX_A001,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Hexafluorophosphate (PF6−),Tetraalkylammonium,0,2,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A001:S015:q0:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0426,smd_energy_sp,A001_QM1_M1,S015,S015,RXN_AOX_A001,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Hexafluorophosphate (PF6−),Tetraalkylammonium,-1,1,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A001:S015:q-1:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0427,smd_energy_sp,A002_Q0_M2,S015,S015,RXN_AOX_A002,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Tetrafluoroborate (BF4−),Lithium; Tetraalkylammonium,0,2,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A002:S015:q0:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0428,smd_energy_sp,A002_QM1_M1,S015,S015,RXN_AOX_A002,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Tetrafluoroborate (BF4−),Lithium; Tetraalkylammonium,-1,1,test,test_full25,0,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A002:S015:q-1:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0429,smd_energy_sp,A005_Q0_M2,S015,S015,RXN_AOX_A005,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Bis(trifluoromethanesulfonyl)imide (TFSI−),Lithium; Tetraalkylammonium,0,2,train,train_full25,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A005:S015:q0:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0430,smd_energy_sp,A005_QM1_M1,S015,S015,RXN_AOX_A005,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,Bis(trifluoromethanesulfonyl)imide (TFSI−),Lithium; Tetraalkylammonium,-1,1,train,train_full25,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A005:S015:q-1:m1,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
SP0431,smd_energy_sp,A009_Q0_M2,S015,S015,RXN_AOX_A009,fixed_geometry_auxiliary_and_reaction_SP,electrolyte_anion,"4-Methylbenzenesulfonate (tosylate, pTS−)",Organic acid,0,2,train,,1,solvent-specific Tier-1 GFN2/ddCOSMO optimized state geometry,tier1:redox:A009:S015:q0:m2,,298.15,wB97X-D3,def2-TZVPD,RIJCOSX + def2/J,TightSCF; DEFGRID3,custom_smd,solvent_smd_registry.csv,resolved_authoritative,8,3000,1.74,jhtvs-ft0806-sp-v3,T2_wB97X-D3_def2-TZVPD_SMD_energy_SP_v1,final_energy_Eh;CPCM_Dielectric_Eh;SMD_CDS_Eh;echoed_smd_vector;normal_termination;geometry_hash,planned,SRC_PROJECT_TIER2_CURRENT;SRC_ORCA61_SMD;SRC_HANDOFF_SPEC
